K,array_key,bank,basis_index,method,response_norm,seed,semantic_direction
5,IRMv1__12__u006__K5__source,source,-1,IRMv1,0.699306070804596,12,source_color_contrast
5,IRMv1__12__u006__K5__counterfactual_red,counterfactual_red,-1,IRMv1,0.6398720145225525,12,source_color_contrast
5,IRMv1__12__u006__K5__counterfactual_green,counterfactual_green,-1,IRMv1,0.5463874340057373,12,source_color_contrast
5,IRMv1__12__u006__K5__clean_task,clean_task,-1,IRMv1,0.09516159445047379,12,source_color_contrast
20,IRMv1__12__u006__K20__source,source,-1,IRMv1,0.4222045838832855,12,source_color_contrast
20,IRMv1__12__u006__K20__counterfactual_red,counterfactual_red,-1,IRMv1,0.4537286162376404,12,source_color_contrast
20,IRMv1__12__u006__K20__counterfactual_green,counterfactual_green,-1,IRMv1,0.1908833533525467,12,source_color_contrast
20,IRMv1__12__u006__K20__clean_task,clean_task,-1,IRMv1,0.26349514722824097,12,source_color_contrast
1,IRMv1__12__u007__K1__source,source,-1,IRMv1,0.7457578182220459,12,color_global
1,IRMv1__12__u007__K1__counterfactual_red,counterfactual_red,-1,IRMv1,0.651838481426239,12,color_global
1,IRMv1__12__u007__K1__counterfactual_green,counterfactual_green,-1,IRMv1,0.6566998958587646,12,color_global
1,IRMv1__12__u007__K1__clean_task,clean_task,-1,IRMv1,0.05088505893945694,12,color_global
5,IRMv1__12__u007__K5__source,source,-1,IRMv1,3.7367355823516846,12,color_global
5,IRMv1__12__u007__K5__counterfactual_red,counterfactual_red,-1,IRMv1,3.0057122707366943,12,color_global
5,IRMv1__12__u007__K5__counterfactual_green,counterfactual_green,-1,IRMv1,3.3810267448425293,12,color_global
5,IRMv1__12__u007__K5__clean_task,clean_task,-1,IRMv1,0.21194598078727722,12,color_global
20,IRMv1__12__u007__K20__source,source,-1,IRMv1,3.084420919418335,12,color_global
20,IRMv1__12__u007__K20__counterfactual_red,counterfactual_red,-1,IRMv1,1.2162082195281982,12,color_global
20,IRMv1__12__u007__K20__counterfactual_green,counterfactual_green,-1,IRMv1,3.511343002319336,12,color_global
20,IRMv1__12__u007__K20__clean_task,clean_task,-1,IRMv1,1.099387764930725,12,color_global
1,IRMv1__12__u008__K1__source,source,-1,IRMv1,0.7457578182220459,12,color_shift
1,IRMv1__12__u008__K1__counterfactual_red,counterfactual_red,-1,IRMv1,0.651838481426239,12,color_shift
1,IRMv1__12__u008__K1__counterfactual_green,counterfactual_green,-1,IRMv1,0.6566998958587646,12,color_shift
1,IRMv1__12__u008__K1__clean_task,clean_task,-1,IRMv1,0.05088505893945694,12,color_shift
5,IRMv1__12__u008__K5__source,source,-1,IRMv1,3.7367355823516846,12,color_shift
5,IRMv1__12__u008__K5__counterfactual_red,counterfactual_red,-1,IRMv1,3.0057122707366943,12,color_shift
5,IRMv1__12__u008__K5__counterfactual_green,counterfactual_green,-1,IRMv1,3.3810267448425293,12,color_shift
5,IRMv1__12__u008__K5__clean_task,clean_task,-1,IRMv1,0.21194598078727722,12,color_shift
20,IRMv1__12__u008__K20__source,source,-1,IRMv1,3.084420919418335,12,color_shift
20,IRMv1__12__u008__K20__counterfactual_red,counterfactual_red,-1,IRMv1,1.2162082195281982,12,color_shift
20,IRMv1__12__u008__K20__counterfactual_green,counterfactual_green,-1,IRMv1,3.511343002319336,12,color_shift
20,IRMv1__12__u008__K20__clean_task,clean_task,-1,IRMv1,1.099387764930725,12,color_shift
1,IRMv1__12__u009__K1__source,source,-1,IRMv1,5.335539817810059,12,noise_global
1,IRMv1__12__u009__K1__counterfactual_red,counterfactual_red,-1,IRMv1,5.146533489227295,12,noise_global
1,IRMv1__12__u009__K1__counterfactual_green,counterfactual_green,-1,IRMv1,4.342404842376709,12,noise_global
1,IRMv1__12__u009__K1__clean_task,clean_task,-1,IRMv1,0.762224018573761,12,noise_global
5,IRMv1__12__u009__K5__source,source,-1,IRMv1,31.980388641357422,12,noise_global
5,IRMv1__12__u009__K5__counterfactual_red,counterfactual_red,-1,IRMv1,30.498178482055664,12,noise_global
5,IRMv1__12__u009__K5__counterfactual_green,counterfactual_green,-1,IRMv1,26.830759048461914,12,noise_global
5,IRMv1__12__u009__K5__clean_task,clean_task,-1,IRMv1,4.304755210876465,12,noise_global
20,IRMv1__12__u009__K20__source,source,-1,IRMv1,24.268476486206055,12,noise_global
20,IRMv1__12__u009__K20__counterfactual_red,counterfactual_red,-1,IRMv1,23.973243713378906,12,noise_global
20,IRMv1__12__u009__K20__counterfactual_green,counterfactual_green,-1,IRMv1,19.495777130126953,12,noise_global
20,IRMv1__12__u009__K20__clean_task,clean_task,-1,IRMv1,3.9988880157470703,12,noise_global
1,IRMv1__12__u010__K1__source,source,-1,IRMv1,5.335539817810059,12,noise_shift
1,IRMv1__12__u010__K1__counterfactual_red,counterfactual_red,-1,IRMv1,5.146533489227295,12,noise_shift
1,IRMv1__12__u010__K1__counterfactual_green,counterfactual_green,-1,IRMv1,4.342404842376709,12,noise_shift
1,IRMv1__12__u010__K1__clean_task,clean_task,-1,IRMv1,0.762224018573761,12,noise_shift
5,IRMv1__12__u010__K5__source,source,-1,IRMv1,31.980388641357422,12,noise_shift
5,IRMv1__12__u010__K5__counterfactual_red,counterfactual_red,-1,IRMv1,30.498178482055664,12,noise_shift
5,IRMv1__12__u010__K5__counterfactual_green,counterfactual_green,-1,IRMv1,26.830759048461914,12,noise_shift
5,IRMv1__12__u010__K5__clean_task,clean_task,-1,IRMv1,4.304755210876465,12,noise_shift
20,IRMv1__12__u010__K20__source,source,-1,IRMv1,24.268476486206055,12,noise_shift
20,IRMv1__12__u010__K20__counterfactual_red,counterfactual_red,-1,IRMv1,23.973243713378906,12,noise_shift
20,IRMv1__12__u010__K20__counterfactual_green,counterfactual_green,-1,IRMv1,19.495777130126953,12,noise_shift
20,IRMv1__12__u010__K20__clean_task,clean_task,-1,IRMv1,3.9988880157470703,12,noise_shift
1,VREX__12__u000__K1__source,source,0,VREX,0.08026642352342606,12,source_env0_color
1,VREX__12__u000__K1__counterfactual_red,counterfactual_red,0,VREX,0.06557954847812653,12,source_env0_color
1,VREX__12__u000__K1__counterfactual_green,counterfactual_green,0,VREX,0.07903296500444412,12,source_env0_color
1,VREX__12__u000__K1__clean_task,clean_task,0,VREX,0.013428687117993832,12,source_env0_color
5,VREX__12__u000__K5__source,source,0,VREX,0.9542534351348877,12,source_env0_color
5,VREX__12__u000__K5__counterfactual_red,counterfactual_red,0,VREX,0.8489817380905151,12,source_env0_color
5,VREX__12__u000__K5__counterfactual_green,counterfactual_green,0,VREX,0.8725643157958984,12,source_env0_color
5,VREX__12__u000__K5__clean_task,clean_task,0,VREX,0.14923198521137238,12,source_env0_color
20,VREX__12__u000__K20__source,source,0,VREX,3.619643449783325,12,source_env0_color
20,VREX__12__u000__K20__counterfactual_red,counterfactual_red,0,VREX,2.263800621032715,12,source_env0_color
20,VREX__12__u000__K20__counterfactual_green,counterfactual_green,0,VREX,4.045287132263184,12,source_env0_color
20,VREX__12__u000__K20__clean_task,clean_task,0,VREX,0.8223709464073181,12,source_env0_color
1,VREX__12__u001__K1__source,source,1,VREX,0.08888176083564758,12,source_env1_color
1,VREX__12__u001__K1__counterfactual_red,counterfactual_red,1,VREX,0.07178831100463867,12,source_env1_color
1,VREX__12__u001__K1__counterfactual_green,counterfactual_green,1,VREX,0.08803880214691162,12,source_env1_color
1,VREX__12__u001__K1__clean_task,clean_task,1,VREX,0.015056190080940723,12,source_env1_color
5,VREX__12__u001__K5__source,source,1,VREX,1.0894131660461426,12,source_env1_color
5,VREX__12__u001__K5__counterfactual_red,counterfactual_red,1,VREX,0.9888644814491272,12,source_env1_color
5,VREX__12__u001__K5__counterfactual_green,counterfactual_green,1,VREX,0.9842692613601685,12,source_env1_color
5,VREX__12__u001__K5__clean_task,clean_task,1,VREX,0.17187196016311646,12,source_env1_color
20,VREX__12__u001__K20__source,source,1,VREX,3.8091883659362793,12,source_env1_color
20,VREX__12__u001__K20__counterfactual_red,counterfactual_red,1,VREX,2.590552806854248,12,source_env1_color
20,VREX__12__u001__K20__counterfactual_green,counterfactual_green,1,VREX,4.12152624130249,12,source_env1_color
20,VREX__12__u001__K20__clean_task,clean_task,1,VREX,0.8045804500579834,12,source_env1_color
1,VREX__12__u002__K1__source,source,2,VREX,0.0,12,evaluation_color
1,VREX__12__u002__K1__counterfactual_red,counterfactual_red,2,VREX,0.0,12,evaluation_color
1,VREX__12__u002__K1__counterfactual_green,counterfactual_green,2,VREX,0.0,12,evaluation_color
1,VREX__12__u002__K1__clean_task,clean_task,2,VREX,0.0,12,evaluation_color
5,VREX__12__u002__K5__source,source,2,VREX,0.0,12,evaluation_color
5,VREX__12__u002__K5__counterfactual_red,counterfactual_red,2,VREX,0.0,12,evaluation_color
5,VREX__12__u002__K5__counterfactual_green,counterfactual_green,2,VREX,0.0,12,evaluation_color
5,VREX__12__u002__K5__clean_task,clean_task,2,VREX,0.0,12,evaluation_color
20,VREX__12__u002__K20__source,source,2,VREX,0.0,12,evaluation_color
20,VREX__12__u002__K20__counterfactual_red,counterfactual_red,2,VREX,0.0,12,evaluation_color
20,VREX__12__u002__K20__counterfactual_green,counterfactual_green,2,VREX,0.0,12,evaluation_color
20,VREX__12__u002__K20__clean_task,clean_task,2,VREX,0.0,12,evaluation_color
1,VREX__12__u003__K1__source,source,3,VREX,0.011996619403362274,12,source_label_noise
1,VREX__12__u003__K1__counterfactual_red,counterfactual_red,3,VREX,0.00930694118142128,12,source_label_noise
1,VREX__12__u003__K1__counterfactual_green,counterfactual_green,3,VREX,0.0118342200294137,12,source_label_noise
1,VREX__12__u003__K1__clean_task,clean_task,3,VREX,0.002524572191759944,12,source_label_noise
5,VREX__12__u003__K5__source,source,3,VREX,0.13858899474143982,12,source_label_noise
5,VREX__12__u003__K5__counterfactual_red,counterfactual_red,3,VREX,0.028702499344944954,12,source_label_noise
5,VREX__12__u003__K5__counterfactual_green,counterfactual_green,3,VREX,0.17791172862052917,12,source_label_noise
5,VREX__12__u003__K5__clean_task,clean_task,3,VREX,0.0644213855266571,12,source_label_noise
20,VREX__12__u003__K20__source,source,3,VREX,0.6226053237915039,12,source_label_noise
20,VREX__12__u003__K20__counterfactual_red,counterfactual_red,3,VREX,0.22385531663894653,12,source_label_noise
20,VREX__12__u003__K20__counterfactual_green,counterfactual_green,3,VREX,0.7996417880058289,12,source_label_noise
20,VREX__12__u003__K20__clean_task,clean_task,3,VREX,0.27749258279800415,12,source_label_noise
1,VREX__12__u004__K1__source,source,4,VREX,0.0,12,evaluation_label_noise
1,VREX__12__u004__K1__counterfactual_red,counterfactual_red,4,VREX,0.0,12,evaluation_label_noise
1,VREX__12__u004__K1__counterfactual_green,counterfactual_green,4,VREX,0.0,12,evaluation_label_noise
1,VREX__12__u004__K1__clean_task,clean_task,4,VREX,0.0,12,evaluation_label_noise
5,VREX__12__u004__K5__source,source,4,VREX,0.0,12,evaluation_label_noise
5,VREX__12__u004__K5__counterfactual_red,counterfactual_red,4,VREX,0.0,12,evaluation_label_noise
5,VREX__12__u004__K5__counterfactual_green,counterfactual_green,4,VREX,0.0,12,evaluation_label_noise
5,VREX__12__u004__K5__clean_task,clean_task,4,VREX,0.0,12,evaluation_label_noise
20,VREX__12__u004__K20__source,source,4,VREX,0.0,12,evaluation_label_noise
20,VREX__12__u004__K20__counterfactual_red,counterfactual_red,4,VREX,0.0,12,evaluation_label_noise
20,VREX__12__u004__K20__counterfactual_green,counterfactual_green,4,VREX,0.0,12,evaluation_label_noise
20,VREX__12__u004__K20__clean_task,clean_task,4,VREX,0.0,12,evaluation_label_noise
1,VREX__12__u005__K1__source,source,-1,VREX,0.006250081583857536,12,source_color_common
1,VREX__12__u005__K1__counterfactual_red,counterfactual_red,-1,VREX,0.0044829510152339935,12,source_color_common
1,VREX__12__u005__K1__counterfactual_green,counterfactual_green,-1,VREX,0.006462737452238798,12,source_color_common
1,VREX__12__u005__K1__clean_task,clean_task,-1,VREX,0.0012295468477532268,12,source_color_common
5,VREX__12__u005__K5__source,source,-1,VREX,0.09770599752664566,12,source_color_common
5,VREX__12__u005__K5__counterfactual_red,counterfactual_red,-1,VREX,0.10027170181274414,12,source_color_common
5,VREX__12__u005__K5__counterfactual_green,counterfactual_green,-1,VREX,0.08023248612880707,12,source_color_common
5,VREX__12__u005__K5__clean_task,clean_task,-1,VREX,0.020102830603718758,12,source_color_common
20,VREX__12__u005__K20__source,source,-1,VREX,0.23214246332645416,12,source_color_common
20,VREX__12__u005__K20__counterfactual_red,counterfactual_red,-1,VREX,0.25620701909065247,12,source_color_common
20,VREX__12__u005__K20__counterfactual_green,counterfactual_green,-1,VREX,0.10097698122262955,12,source_color_common
20,VREX__12__u005__K20__clean_task,clean_task,-1,VREX,0.06063615158200264,12,source_color_common
1,VREX__12__u006__K1__source,source,-1,VREX,0.1195976659655571,12,source_color_contrast
1,VREX__12__u006__K1__counterfactual_red,counterfactual_red,-1,VREX,0.09712951630353928,12,source_color_contrast
1,VREX__12__u006__K1__counterfactual_green,counterfactual_green,-1,VREX,0.11813243478536606,12,source_color_contrast
1,VREX__12__u006__K1__clean_task,clean_task,-1,VREX,0.020137198269367218,12,source_color_contrast
5,VREX__12__u006__K5__source,source,-1,VREX,1.4449477195739746,12,source_color_contrast
5,VREX__12__u006__K5__counterfactual_red,counterfactual_red,-1,VREX,1.2994492053985596,12,source_color_contrast
5,VREX__12__u006__K5__counterfactual_green,counterfactual_green,-1,VREX,1.3129041194915771,12,source_color_contrast
5,VREX__12__u006__K5__clean_task,clean_task,-1,VREX,0.22672897577285767,12,source_color_contrast
20,VREX__12__u006__K20__source,source,-1,VREX,5.249556541442871,12,source_color_contrast
20,VREX__12__u006__K20__counterfactual_red,counterfactual_red,-1,VREX,3.430759906768799,12,source_color_contrast
20,VREX__12__u006__K20__counterfactual_green,counterfactual_green,-1,VREX,5.774177551269531,12,source_color_contrast
20,VREX__12__u006__K20__clean_task,clean_task,-1,VREX,1.1488981246948242,12,source_color_contrast
1,VREX__12__u007__K1__source,source,-1,VREX,0.004419475328177214,12,color_global
1,VREX__12__u007__K1__counterfactual_red,counterfactual_red,-1,VREX,0.0031699249520897865,12,color_global
1,VREX__12__u007__K1__counterfactual_green,counterfactual_green,-1,VREX,0.004569845739752054,12,color_global
1,VREX__12__u007__K1__clean_task,clean_task,-1,VREX,0.0008694209391251206,12,color_global
5,VREX__12__u007__K5__source,source,-1,VREX,0.06908857822418213,12,color_global
5,VREX__12__u007__K5__counterfactual_red,counterfactual_red,-1,VREX,0.07090280205011368,12,color_global
5,VREX__12__u007__K5__counterfactual_green,counterfactual_green,-1,VREX,0.05673293396830559,12,color_global
5,VREX__12__u007__K5__clean_task,clean_task,-1,VREX,0.014214848168194294,12,color_global
20,VREX__12__u007__K20__source,source,-1,VREX,0.16414950788021088,12,color_global
20,VREX__12__u007__K20__counterfactual_red,counterfactual_red,-1,VREX,0.18116571009159088,12,color_global
20,VREX__12__u007__K20__counterfactual_green,counterfactual_green,-1,VREX,0.07140150666236877,12,color_global
20,VREX__12__u007__K20__clean_task,clean_task,-1,VREX,0.0428762324154377,12,color_global
1,VREX__12__u008__K1__source,source,-1,VREX,0.004419475328177214,12,color_shift
1,VREX__12__u008__K1__counterfactual_red,counterfactual_red,-1,VREX,0.0031699249520897865,12,color_shift
1,VREX__12__u008__K1__counterfactual_green,counterfactual_green,-1,VREX,0.004569845739752054,12,color_shift
1,VREX__12__u008__K1__clean_task,clean_task,-1,VREX,0.0008694209391251206,12,color_shift
5,VREX__12__u008__K5__source,source,-1,VREX,0.06908857822418213,12,color_shift
5,VREX__12__u008__K5__counterfactual_red,counterfactual_red,-1,VREX,0.07090280205011368,12,color_shift
5,VREX__12__u008__K5__counterfactual_green,counterfactual_green,-1,VREX,0.05673293396830559,12,color_shift
5,VREX__12__u008__K5__clean_task,clean_task,-1,VREX,0.014214848168194294,12,color_shift
20,VREX__12__u008__K20__source,source,-1,VREX,0.16414950788021088,12,color_shift
20,VREX__12__u008__K20__counterfactual_red,counterfactual_red,-1,VREX,0.18116571009159088,12,color_shift
20,VREX__12__u008__K20__counterfactual_green,counterfactual_green,-1,VREX,0.07140150666236877,12,color_shift
20,VREX__12__u008__K20__clean_task,clean_task,-1,VREX,0.0428762324154377,12,color_shift
1,VREX__12__u009__K1__source,source,-1,VREX,0.008482890203595161,12,noise_global
1,VREX__12__u009__K1__counterfactual_red,counterfactual_red,-1,VREX,0.006581001449376345,12,noise_global
1,VREX__12__u009__K1__counterfactual_green,counterfactual_green,-1,VREX,0.008368057198822498,12,noise_global
1,VREX__12__u009__K1__clean_task,clean_task,-1,VREX,0.0017851419979706407,12,noise_global
5,VREX__12__u009__K5__source,source,-1,VREX,0.09799721091985703,12,noise_global
5,VREX__12__u009__K5__counterfactual_red,counterfactual_red,-1,VREX,0.020295731723308563,12,noise_global
5,VREX__12__u009__K5__counterfactual_green,counterfactual_green,-1,VREX,0.12580259144306183,12,noise_global
5,VREX__12__u009__K5__clean_task,clean_task,-1,VREX,0.04555279761552811,12,noise_global
20,VREX__12__u009__K20__source,source,-1,VREX,0.44024839997291565,12,noise_global
20,VREX__12__u009__K20__counterfactual_red,counterfactual_red,-1,VREX,0.1582896113395691,12,noise_global
20,VREX__12__u009__K20__counterfactual_green,counterfactual_green,-1,VREX,0.5654321312904358,12,noise_global
20,VREX__12__u009__K20__clean_task,clean_task,-1,VREX,0.1962168961763382,12,noise_global
1,VREX__12__u010__K1__source,source,-1,VREX,0.008482890203595161,12,noise_shift
1,VREX__12__u010__K1__counterfactual_red,counterfactual_red,-1,VREX,0.006581001449376345,12,noise_shift
1,VREX__12__u010__K1__counterfactual_green,counterfactual_green,-1,VREX,0.008368057198822498,12,noise_shift
1,VREX__12__u010__K1__clean_task,clean_task,-1,VREX,0.0017851419979706407,12,noise_shift
5,VREX__12__u010__K5__source,source,-1,VREX,0.09799721091985703,12,noise_shift
5,VREX__12__u010__K5__counterfactual_red,counterfactual_red,-1,VREX,0.020295731723308563,12,noise_shift
5,VREX__12__u010__K5__counterfactual_green,counterfactual_green,-1,VREX,0.12580259144306183,12,noise_shift
5,VREX__12__u010__K5__clean_task,clean_task,-1,VREX,0.04555279761552811,12,noise_shift
20,VREX__12__u010__K20__source,source,-1,VREX,0.44024839997291565,12,noise_shift
20,VREX__12__u010__K20__counterfactual_red,counterfactual_red,-1,VREX,0.1582896113395691,12,noise_shift
20,VREX__12__u010__K20__counterfactual_green,counterfactual_green,-1,VREX,0.5654321312904358,12,noise_shift
20,VREX__12__u010__K20__clean_task,clean_task,-1,VREX,0.1962168961763382,12,noise_shift
1,FISHR__12__u000__K1__source,source,0,FISHR,0.15128783881664276,12,source_env0_color
1,FISHR__12__u000__K1__counterfactual_red,counterfactual_red,0,FISHR,0.12798236310482025,12,source_env0_color
1,FISHR__12__u000__K1__counterfactual_green,counterfactual_green,0,FISHR,0.16106736660003662,12,source_env0_color
1,FISHR__12__u000__K1__clean_task,clean_task,0,FISHR,0.04404372349381447,12,source_env0_color
5,FISHR__12__u000__K5__source,source,0,FISHR,1.6510788202285767,12,source_env0_color
5,FISHR__12__u000__K5__counterfactual_red,counterfactual_red,0,FISHR,1.3864108324050903,12,source_env0_color
5,FISHR__12__u000__K5__counterfactual_green,counterfactual_green,0,FISHR,1.8106805086135864,12,source_env0_color
5,FISHR__12__u000__K5__clean_task,clean_task,0,FISHR,0.5001686811447144,12,source_env0_color
20,FISHR__12__u000__K20__source,source,0,FISHR,5.4751715660095215,12,source_env0_color
20,FISHR__12__u000__K20__counterfactual_red,counterfactual_red,0,FISHR,4.674150466918945,12,source_env0_color
20,FISHR__12__u000__K20__counterfactual_green,counterfactual_green,0,FISHR,5.837790012359619,12,source_env0_color
20,FISHR__12__u000__K20__clean_task,clean_task,0,FISHR,1.6280666589736938,12,source_env0_color
1,FISHR__12__u001__K1__source,source,1,FISHR,0.13353529572486877,12,source_env1_color
1,FISHR__12__u001__K1__counterfactual_red,counterfactual_red,1,FISHR,0.11622464656829834,12,source_env1_color
1,FISHR__12__u001__K1__counterfactual_green,counterfactual_green,1,FISHR,0.13978460431098938,12,source_env1_color
1,FISHR__12__u001__K1__clean_task,clean_task,1,FISHR,0.03833009675145149,12,source_env1_color
5,FISHR__12__u001__K5__source,source,1,FISHR,1.4361473321914673,12,source_env1_color
5,FISHR__12__u001__K5__counterfactual_red,counterfactual_red,1,FISHR,1.2325161695480347,12,source_env1_color
5,FISHR__12__u001__K5__counterfactual_green,counterfactual_green,1,FISHR,1.562015414237976,12,source_env1_color
5,FISHR__12__u001__K5__clean_task,clean_task,1,FISHR,0.42998912930488586,12,source_env1_color
20,FISHR__12__u001__K20__source,source,1,FISHR,4.245699405670166,12,source_env1_color
20,FISHR__12__u001__K20__counterfactual_red,counterfactual_red,1,FISHR,3.6265037059783936,12,source_env1_color
20,FISHR__12__u001__K20__counterfactual_green,counterfactual_green,1,FISHR,4.4837236404418945,12,source_env1_color
20,FISHR__12__u001__K20__clean_task,clean_task,1,FISHR,1.1999471187591553,12,source_env1_color
1,FISHR__12__u002__K1__source,source,2,FISHR,0.0,12,evaluation_color
1,FISHR__12__u002__K1__counterfactual_red,counterfactual_red,2,FISHR,0.0,12,evaluation_color
1,FISHR__12__u002__K1__counterfactual_green,counterfactual_green,2,FISHR,0.0,12,evaluation_color
1,FISHR__12__u002__K1__clean_task,clean_task,2,FISHR,0.0,12,evaluation_color
5,FISHR__12__u002__K5__source,source,2,FISHR,0.0,12,evaluation_color
5,FISHR__12__u002__K5__counterfactual_red,counterfactual_red,2,FISHR,0.0,12,evaluation_color
5,FISHR__12__u002__K5__counterfactual_green,counterfactual_green,2,FISHR,0.0,12,evaluation_color
5,FISHR__12__u002__K5__clean_task,clean_task,2,FISHR,0.0,12,evaluation_color
20,FISHR__12__u002__K20__source,source,2,FISHR,0.0,12,evaluation_color
20,FISHR__12__u002__K20__counterfactual_red,counterfactual_red,2,FISHR,0.0,12,evaluation_color
20,FISHR__12__u002__K20__counterfactual_green,counterfactual_green,2,FISHR,0.0,12,evaluation_color
20,FISHR__12__u002__K20__clean_task,clean_task,2,FISHR,0.0,12,evaluation_color
1,FISHR__12__u003__K1__source,source,3,FISHR,0.0046189092099666595,12,source_label_noise
1,FISHR__12__u003__K1__counterfactual_red,counterfactual_red,3,FISHR,0.0035337889567017555,12,source_label_noise
1,FISHR__12__u003__K1__counterfactual_green,counterfactual_green,3,FISHR,0.005800114944577217,12,source_label_noise
1,FISHR__12__u003__K1__clean_task,clean_task,3,FISHR,0.002611020812764764,12,source_label_noise
5,FISHR__12__u003__K5__source,source,3,FISHR,0.07046116143465042,12,source_label_noise
5,FISHR__12__u003__K5__counterfactual_red,counterfactual_red,3,FISHR,0.046043187379837036,12,source_label_noise
5,FISHR__12__u003__K5__counterfactual_green,counterfactual_green,3,FISHR,0.06355546414852142,12,source_label_noise
5,FISHR__12__u003__K5__clean_task,clean_task,3,FISHR,0.036298368126153946,12,source_label_noise
20,FISHR__12__u003__K20__source,source,3,FISHR,0.6058980822563171,12,source_label_noise
20,FISHR__12__u003__K20__counterfactual_red,counterfactual_red,3,FISHR,0.44682806730270386,12,source_label_noise
20,FISHR__12__u003__K20__counterfactual_green,counterfactual_green,3,FISHR,0.5512923002243042,12,source_label_noise
20,FISHR__12__u003__K20__clean_task,clean_task,3,FISHR,0.32000434398651123,12,source_label_noise
1,FISHR__12__u004__K1__source,source,4,FISHR,0.0,12,evaluation_label_noise
1,FISHR__12__u004__K1__counterfactual_red,counterfactual_red,4,FISHR,0.0,12,evaluation_label_noise
1,FISHR__12__u004__K1__counterfactual_green,counterfactual_green,4,FISHR,0.0,12,evaluation_label_noise
1,FISHR__12__u004__K1__clean_task,clean_task,4,FISHR,0.0,12,evaluation_label_noise
5,FISHR__12__u004__K5__source,source,4,FISHR,0.0,12,evaluation_label_noise
5,FISHR__12__u004__K5__counterfactual_red,counterfactual_red,4,FISHR,0.0,12,evaluation_label_noise
5,FISHR__12__u004__K5__counterfactual_green,counterfactual_green,4,FISHR,0.0,12,evaluation_label_noise
5,FISHR__12__u004__K5__clean_task,clean_task,4,FISHR,0.0,12,evaluation_label_noise
20,FISHR__12__u004__K20__source,source,4,FISHR,0.0,12,evaluation_label_noise
20,FISHR__12__u004__K20__counterfactual_red,counterfactual_red,4,FISHR,0.0,12,evaluation_label_noise
20,FISHR__12__u004__K20__counterfactual_green,counterfactual_green,4,FISHR,0.0,12,evaluation_label_noise
20,FISHR__12__u004__K20__clean_task,clean_task,4,FISHR,0.0,12,evaluation_label_noise
1,FISHR__12__u005__K1__source,source,-1,FISHR,0.012970906682312489,12,source_color_common
1,FISHR__12__u005__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.00880677904933691,12,source_color_common
1,FISHR__12__u005__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.015321444720029831,12,source_color_common
1,FISHR__12__u005__K1__clean_task,clean_task,-1,FISHR,0.004218734335154295,12,source_color_common
5,FISHR__12__u005__K5__source,source,-1,FISHR,0.15376584231853485,12,source_color_common
5,FISHR__12__u005__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.11065124720335007,12,source_color_common
5,FISHR__12__u005__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.17716431617736816,12,source_color_common
5,FISHR__12__u005__K5__clean_task,clean_task,-1,FISHR,0.05047981068491936,12,source_color_common
20,FISHR__12__u005__K20__source,source,-1,FISHR,0.8810351490974426,12,source_color_common
20,FISHR__12__u005__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.7469028234481812,12,source_color_common
20,FISHR__12__u005__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.9737810492515564,12,source_color_common
20,FISHR__12__u005__K20__clean_task,clean_task,-1,FISHR,0.3069618046283722,12,source_color_common
1,FISHR__12__u006__K1__source,source,-1,FISHR,0.201373890042305,12,source_color_contrast
1,FISHR__12__u006__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.17265599966049194,12,source_color_contrast
1,FISHR__12__u006__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.2127150446176529,12,source_color_contrast
1,FISHR__12__u006__K1__clean_task,clean_task,-1,FISHR,0.05823442339897156,12,source_color_contrast
5,FISHR__12__u006__K5__source,source,-1,FISHR,2.182873487472534,12,source_color_contrast
5,FISHR__12__u006__K5__counterfactual_red,counterfactual_red,-1,FISHR,1.851752519607544,12,source_color_contrast
5,FISHR__12__u006__K5__counterfactual_green,counterfactual_green,-1,FISHR,2.3847575187683105,12,source_color_contrast
5,FISHR__12__u006__K5__clean_task,clean_task,-1,FISHR,0.6576557755470276,12,source_color_contrast
20,FISHR__12__u006__K20__source,source,-1,FISHR,6.872208118438721,12,source_color_contrast
20,FISHR__12__u006__K20__counterfactual_red,counterfactual_red,-1,FISHR,5.868675231933594,12,source_color_contrast
20,FISHR__12__u006__K20__counterfactual_green,counterfactual_green,-1,FISHR,7.296253681182861,12,source_color_contrast
20,FISHR__12__u006__K20__clean_task,clean_task,-1,FISHR,1.999061942100525,12,source_color_contrast
1,FISHR__12__u007__K1__source,source,-1,FISHR,0.00917181558907032,12,color_global
1,FISHR__12__u007__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.006227333098649979,12,color_global
1,FISHR__12__u007__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.01083389762789011,12,color_global
1,FISHR__12__u007__K1__clean_task,clean_task,-1,FISHR,0.00298309582285583,12,color_global
5,FISHR__12__u007__K5__source,source,-1,FISHR,0.10872887074947357,12,color_global
5,FISHR__12__u007__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.07824225723743439,12,color_global
5,FISHR__12__u007__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.12527409195899963,12,color_global
